Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
CARAFATE ORAL SUSPENSION (sucralfate),Tier 1,
sucralfate oral suspension,Tier 1,
sucralfate oral tablet,Tier 1,
cvs lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
eq lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
eql lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
gnp lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
goodsense lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
hm lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
kls lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
omeprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
pantoprazole sodium oral tablet delayed release,Tier 2,QL (1 tablet per 1 day)
ra lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
sm lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day)
"glycopyrrolate oral tablet 1 mg, 2 mg",Tier 1,
glycopyrrolate oral tablet 1.5 mg,Tier 2,
methscopolamine bromide oral tablet,Tier 1,
misoprostol oral tablet,Tier 1,
methenamine hippurate oral tablet,Tier 2,
methenamine mandelate oral tablet,Tier 2,
nitrofurantoin macrocrystal oral capsule,Tier 1,
nitrofurantoin monohyd macro oral capsule,Tier 1,
nitrofurantoin oral suspension,Tier 1,
oxybutynin chloride er oral tablet extended release 24 hour,Tier 1,
oxybutynin chloride oral syrup,Tier 1,
oxybutynin chloride oral tablet,Tier 1,
tolterodine tartrate er oral capsule extended release 24 hour,Tier 1,
tolterodine tartrate oral tablet,Tier 1,
oxybutynin chloride er oral tablet extended release 24 hour,Tier 1,
oxybutynin chloride oral syrup,Tier 1,
oxybutynin chloride oral tablet,Tier 1,
tolterodine tartrate er oral capsule extended release 24 hour,Tier 1,
tolterodine tartrate oral tablet,Tier 1,
bethanechol chloride oral tablet,Tier 2,
bethanechol chloride oral tablet,Tier 2,
ACTHIB INTRAMUSCULAR SOLUTION RECONSTITUTED (haemophilus b polysac conj vac),Tier 3; $0,
BEXSERO INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (meningococcal b recomb omv adj),Tier 2; $0,
HIBERIX INJECTION SOLUTION RECONSTITUTED (haemophilus b polysac conj vac),Tier 3; $0,
MENACTRA INTRAMUSCULAR INJECTABLE (meningococcal a c y&w-135 conj),Tier 3; $0,
MENVEO INTRAMUSCULAR SOLUTION RECONSTITUTED (meningococcal a c y&w-135 olig),Tier 3; $0,
PEDVAX HIB INTRAMUSCULAR SUSPENSION (haemophilus b polysac conj vac),Tier 3; $0,
PNEUMOVAX 23 INJECTION INJECTABLE (pneumococcal vac polyvalent),Tier 2; $0,
PREVNAR 13 INTRAMUSCULAR SUSPENSION (pneumococcal 13- val conj vacc),Tier 2; $0,
TRUMENBA INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (meningococcal b vac (recomb)),Tier 2; $0,
TYPHIM VI INTRAMUSCULAR SOLUTION (typhoid vi polysaccharide vacc),Tier 3,
VIVOTIF ORAL CAPSULE DELAYED RELEASE (typhoid vaccine),Tier 2,
"M-M-R II INJECTION SOLUTION RECONSTITUTED (measles, mumps & rubella vac)",Tier 3; $0,
PROQUAD SUBCUTANEOUS SUSPENSION RECONSTITUTED (measles-mumps-rubella-varicell),Tier 3; $0,
TWINRIX INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (hepatitis a-hep b recomb vac),Tier 3; $0,
AFLURIA QUADRIVALENT INTRAMUSCULAR SUSPENSION (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days)
AFLURIA QUADRIVALENT INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days)
ENGERIX-B INJECTION SUSPENSION (hepatitis b vac recombinant),Tier 3; $0,
ENGERIX-B INTRAMUSCULAR INJECTABLE (hepatitis b vac recombinant),Tier 3; $0,
FLUAD INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac a&b surf ant adj),Tier 1; $0,QL (1 fill per 180 days)
FLUARIX QUADRIVALENT INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days)
FLUBLOK QUADRIVALENT INTRAMUSCULAR SOLUTION PREFILLED SYRINGE (influenza vac recomb ha quad),Tier 1; $0,QL (1 fill per 180 days)
FLUCELVAX QUADRIVALENT INTRAMUSCULAR SUSPENSION (influenza vac subunit quad),Tier 1; $0,QL (1 fill per 180 days)
FLULAVAL QUADRIVALENT INTRAMUSCULAR SUSPENSION (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days)
FLULAVAL QUADRIVALENT INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days)
FLUZONE HIGH-DOSE INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac split high-dose),Tier 1; $0,QL (1 fill per 180 days)
FLUZONE QUADRIVALENT INTRAMUSCULAR SUSPENSION (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days)
FLUZONE QUADRIVALENT INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days)
GARDASIL 9 INTRAMUSCULAR SUSPENSION (hpv 9-valent recomb vaccine),Tier 2; $0,
GARDASIL 9 INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (hpv 9-valent recomb vaccine),Tier 2; $0,
HAVRIX INTRAMUSCULAR SUSPENSION (hepatitis a vaccine),Tier 3; $0,
HEPLISAV-B INTRAMUSCULAR SOLUTION PREFILLED SYRINGE (hepatitis b vac recomb adj),Tier 3; $0,
"IMOVAX RABIES INTRAMUSCULAR INJECTABLE (rabies virus vaccine, hdc)",Tier 3,
IPOL INJECTION INJECTABLE (poliovirus vaccine inactivated),Tier 3; $0,
IXIARO INTRAMUSCULAR SUSPENSION (japanese encephalitis vac inac),Tier 3,
"RABAVERT INTRAMUSCULAR SUSPENSION RECONSTITUTED (rabies vaccine, pcec)",Tier 3,
RECOMBIVAX HB INJECTION SUSPENSION (hepatitis b vac recombinant),Tier 3; $0,
ROTARIX ORAL SUSPENSION RECONSTITUTED (rotavirus vaccine live oral),Tier 3; $0,
ROTATEQ ORAL SOLUTION (rotavirus vac live pentavalent),Tier 3; $0,
SHINGRIX INTRAMUSCULAR SUSPENSION RECONSTITUTED (zoster vac recomb adjuvanted),Tier 2; $0,
VAQTA INTRAMUSCULAR SUSPENSION (hepatitis a vaccine),Tier 3; $0,
VARIVAX SUBCUTANEOUS INJECTABLE (varicella virus vaccine live),Tier 3; $0,
YF-VAX SUBCUTANEOUS INJECTABLE (yellow fever vaccine),Tier 3,
ZOSTAVAX SUBCUTANEOUS SUSPENSION RECONSTITUTED (zoster vaccine live),Tier 2; $0,
terconazole vaginal cream,Tier 1,
terconazole vaginal suppository,Tier 1,
clindamycin phosphate vaginal cream,Tier 1,
metronidazole vaginal gel,Tier 1,
metronidazole (Vandazole Vaginal Gel),Tier 1,
estradiol vaginal cream,Tier 2,
estradiol vaginal tablet,Tier 2,QL (18 tablets per 28 days)
ESTRING VAGINAL RING (estradiol),Tier 3,QL (1 ring per 90 days)
IMVEXXY MAINTENANCE PACK VAGINAL INSERT 10 MCG (estradiol),Tier 3,QL (18 tablets per 28 days)
IMVEXXY MAINTENANCE PACK VAGINAL INSERT 4 MCG (estradiol),Tier 3,
"PREMARIN VAGINAL CREAM (estrogens, conjugated)",Tier 3,QL (1 grams per 1 day)
estradiol (Yuvafem Vaginal Tablet),Tier 2,QL (18 tablets per 28 days)
epinephrine injection solution auto-injector,Tier 1,QL (2 pens per 1 fill)
midodrine hcl oral tablet,Tier 2,
ergocalciferol oral capsule,Tier 1,
vitamin d (ergocalciferol) oral capsule,Tier 1,
