Prescription Drug Name,Drug Tier,Coverage Requirements and Limits,Insurer
galantamine hydrobromide oral tablet,Tier 2,,Anthem-Blue-Cross
rivastigmine tartrate oral capsule,Tier 2,,Anthem-Blue-Cross
SAVELLA ORAL TABLET (milnacipran hcl),Tier 3,QL (2 tablets per 1 day),Anthem-Blue-Cross
SAVELLA TITRATION PACK ORAL (milnacipran hcl),Tier 3,QL (1 pack per 365 days),Anthem-Blue-Cross
AVONEX PEN INTRAMUSCULAR AUTO-INJECTOR KIT (interferon beta-1a),Tier 4,PA; SP,Anthem-Blue-Cross
AVONEX PREFILLED INTRAMUSCULAR PREFILLED SYRINGE KIT (interferon beta-1a),Tier 4,PA; SP,Anthem-Blue-Cross
EXTAVIA SUBCUTANEOUS KIT (interferon beta-1b),Tier 4,PA; SP,Anthem-Blue-Cross
PLEGRIDY STARTER PACK SUBCUTANEOUS SOLUTION PEN- INJECTOR (peginterferon beta-1a),Tier 4,PA; SP; LD,Anthem-Blue-Cross
PLEGRIDY STARTER PACK SUBCUTANEOUS SOLUTION PREFILLED SYRINGE (peginterferon beta-1a),Tier 4,PA; SP; LD,Anthem-Blue-Cross
PLEGRIDY SUBCUTANEOUS SOLUTION PEN-INJECTOR (peginterferon beta-1a),Tier 4,PA; SP; LD,Anthem-Blue-Cross
PLEGRIDY SUBCUTANEOUS SOLUTION PREFILLED SYRINGE (peginterferon beta-1a),Tier 4,PA; SP; LD,Anthem-Blue-Cross
REBIF REBIDOSE SUBCUTANEOUS SOLUTION AUTO-INJECTOR (interferon beta-1a),Tier 4,PA; SP,Anthem-Blue-Cross
REBIF REBIDOSE TITRATION PACK SUBCUTANEOUS SOLUTION AUTO-INJECTOR (interferon beta-1a),Tier 4,PA; SP,Anthem-Blue-Cross
REBIF SUBCUTANEOUS SOLUTION PREFILLED SYRINGE (interferon beta-1a),Tier 4,PA; SP,Anthem-Blue-Cross
REBIF TITRATION PACK SUBCUTANEOUS SOLUTION PREFILLED SYRINGE (interferon beta-1a),Tier 4,PA; SP,Anthem-Blue-Cross
memantine hcl oral solution,Tier 2,,Anthem-Blue-Cross
memantine hcl oral tablet,Tier 2,,Anthem-Blue-Cross
fluoxetine hcl (pmdd) oral tablet 10 mg,Tier 1,DO,Anthem-Blue-Cross
fluoxetine hcl (pmdd) oral tablet 20 mg,Tier 1,QL (4 tablets per 1 day),Anthem-Blue-Cross
ergoloid mesylates oral tablet,Tier 2,,Anthem-Blue-Cross
pimozide oral tablet,Tier 2,,Anthem-Blue-Cross
bupropion hcl er (smoking det) oral tablet extended release 12 hour,Tier 1; $0,QL (2 tablets per 1 day),Anthem-Blue-Cross
CHANTIX CONTINUING MONTH PAK ORAL TABLET (varenicline tartrate),Tier 3; $0,QL (2 tablets per 1 day),Anthem-Blue-Cross
"CHANTIX ORAL TABLET 0.5 MG, 1 MG (varenicline tartrate)",Tier 3; $0,QL (2 tablets per 1 day),Anthem-Blue-Cross
CHANTIX STARTING MONTH PAK ORAL TABLET (varenicline tartrate),Tier 3; $0,QL (1 dose pack per 365 days),Anthem-Blue-Cross
NICOTROL INHALATION INHALER (nicotine),Tier 3; $0,,Anthem-Blue-Cross
NICOTROL NS NASAL SOLUTION (nicotine),Tier 3; $0,,Anthem-Blue-Cross
GILENYA ORAL CAPSULE (fingolimod hcl),Tier 4,PA; SP; QL (1 capsule per 1 day),Anthem-Blue-Cross
OFEV ORAL CAPSULE (nintedanib esylate),Tier 4,PA; SP; LD; QL (2 capsules per 1 day),Anthem-Blue-Cross
KALYDECO ORAL PACKET 25 MG (ivacaftor),Tier 4,PA; LD; QL (2 packets per 1 day),Anthem-Blue-Cross
"KALYDECO ORAL PACKET 50 MG, 75 MG (ivacaftor)",Tier 4,PA; LD; QL (2 packets per 1 day),Anthem-Blue-Cross
KALYDECO ORAL TABLET (ivacaftor),Tier 4,PA; LD; QL (2 tablets per 1 day),Anthem-Blue-Cross
nefazodone hcl oral tablet,Tier 1,,Anthem-Blue-Cross
trazodone hcl oral tablet,Tier 1,,Anthem-Blue-Cross
SYNJARDY ORAL TABLET (empagliflozin-metformin hcl),Tier 2,ST; QL (2 tablets per 1 day),Anthem-Blue-Cross
"XIGDUO XR ORAL TABLET EXTENDED RELEASE 24 HOUR 10-1000 MG, 10-500 MG, 5-500 MG (dapagliflozin-metformin hcl)",Tier 3,ST; QL (1 tablet per 1 day),Anthem-Blue-Cross
"XIGDUO XR ORAL TABLET EXTENDED RELEASE 24 HOUR 2.5- 1000 MG, 5-1000 MG (dapagliflozin-metformin hcl)",Tier 3,ST; QL (2 tablets per 1 day),Anthem-Blue-Cross
triamcinolone acetonide (Oralone Mouth/Throat Paste),Tier 1,,Anthem-Blue-Cross
triamcinolone acetonide mouth/throat paste,Tier 1,,Anthem-Blue-Cross
sulfadiazine oral tablet,Tier 2,,Anthem-Blue-Cross
avidoxy oral tablet,Tier 1,,Anthem-Blue-Cross
minocycline hcl (Coremino Oral Tablet Extended Release 24 Hour),Tier 1,ST,Anthem-Blue-Cross
demeclocycline hcl oral tablet,Tier 2,,Anthem-Blue-Cross
doxycycline hyclate oral capsule,Tier 1,,Anthem-Blue-Cross
doxycycline hyclate oral tablet,Tier 1,,Anthem-Blue-Cross
doxycycline hyclate oral tablet delayed release,Tier 1,PA,Anthem-Blue-Cross
doxycycline monohydrate oral capsule,Tier 1,,Anthem-Blue-Cross
doxycycline monohydrate oral suspension reconstituted,Tier 1,,Anthem-Blue-Cross
doxycycline monohydrate oral tablet,Tier 1,,Anthem-Blue-Cross
minocycline hcl er oral tablet extended release 24 hour,Tier 1,ST,Anthem-Blue-Cross
minocycline hcl oral capsule,Tier 1,,Anthem-Blue-Cross
minocycline hcl oral tablet,Tier 1,,Anthem-Blue-Cross
doxycycline hyclate (Morgidox Oral Capsule),Tier 1,,Anthem-Blue-Cross
tetracycline hcl oral capsule,Tier 1,,Anthem-Blue-Cross
methimazole oral tablet,Tier 1,,Anthem-Blue-Cross
propylthiouracil oral tablet,Tier 1,,Anthem-Blue-Cross
levothyroxine sodium (Euthyrox Oral Tablet),Tier 1,,Anthem-Blue-Cross
levothyroxine sodium (Levo-T Oral Tablet),Tier 1,,Anthem-Blue-Cross
levothyroxine sodium oral tablet,Tier 1,,Anthem-Blue-Cross
levothyroxine sodium (Levoxyl Oral Tablet),Tier 1,,Anthem-Blue-Cross
liothyronine sodium oral tablet,Tier 1,,Anthem-Blue-Cross
NATURE-THROID ORAL TABLET (thyroid),Tier 1,,Anthem-Blue-Cross
np thyroid oral tablet,Tier 1,,Anthem-Blue-Cross
SYNTHROID ORAL TABLET (levothyroxine sodium),Tier 1,,Anthem-Blue-Cross
thyroid oral tablet,Tier 1,,Anthem-Blue-Cross
levothyroxine sodium (Unithroid Oral Tablet),Tier 1,,Anthem-Blue-Cross
WESTHROID ORAL TABLET (thyroid),Tier 1,,Anthem-Blue-Cross
ADACEL INTRAMUSCULAR SUSPENSION (tetanus-diphth-acell pertussis),Tier 3; $0,,Anthem-Blue-Cross
BOOSTRIX INTRAMUSCULAR SUSPENSION (tetanus-diphth-acell pertussis),Tier 3; $0,,Anthem-Blue-Cross
DAPTACEL INTRAMUSCULAR SUSPENSION (diphth-acell pertussis-tetanus),Tier 3; $0,,Anthem-Blue-Cross
diphtheria-tetanus toxoids dt intramuscular suspension,Tier 3; $0,,Anthem-Blue-Cross
INFANRIX INTRAMUSCULAR SUSPENSION (diphth-acell pertussis- tetanus),Tier 3; $0,,Anthem-Blue-Cross
KINRIX INTRAMUSCULAR SUSPENSION (dtap-ipv vaccine),Tier 3; $0,,Anthem-Blue-Cross
PEDIARIX INTRAMUSCULAR SUSPENSION (dtap-hepatitis b recomb-ipv),Tier 3; $0,,Anthem-Blue-Cross
PENTACEL INTRAMUSCULAR SUSPENSION RECONSTITUTED (dtap-ipv-hib vaccine),Tier 3; $0,,Anthem-Blue-Cross
QUADRACEL INTRAMUSCULAR SUSPENSION (dtap-ipv vaccine),Tier 3; $0,,Anthem-Blue-Cross
TDVAX INTRAMUSCULAR SUSPENSION (tetanus-diphtheria toxoids td),Tier 3; $0,,Anthem-Blue-Cross
TENIVAC INTRAMUSCULAR INJECTABLE (tetanus-diphtheria toxoids td),Tier 3; $0,,Anthem-Blue-Cross
dicyclomine hcl oral capsule,Tier 1,,Anthem-Blue-Cross
dicyclomine hcl oral solution,Tier 1,,Anthem-Blue-Cross
dicyclomine hcl oral tablet,Tier 1,,Anthem-Blue-Cross
hyoscyamine sulfate er oral tablet extended release 12 hour,Tier 1,,Anthem-Blue-Cross
hyoscyamine sulfate sl sublingual tablet sublingual,Tier 1,,Anthem-Blue-Cross
cimetidine 200 oral tablet,Tier 1,,Anthem-Blue-Cross
cimetidine hcl oral solution,Tier 1,,Anthem-Blue-Cross
cimetidine oral tablet,Tier 1,,Anthem-Blue-Cross
cvs heartburn relief oral tablet,Tier 1,,Anthem-Blue-Cross
famotidine oral suspension reconstituted,Tier 1,,Anthem-Blue-Cross
famotidine oral tablet,Tier 1,,Anthem-Blue-Cross
gnp heartburn relief oral tablet,Tier 1,,Anthem-Blue-Cross
hm famotidine oral tablet,Tier 1,,Anthem-Blue-Cross
px acid reducer max st oral tablet,Tier 1,,Anthem-Blue-Cross
sb cimetidine oral tablet,Tier 1,,Anthem-Blue-Cross
CARAFATE ORAL SUSPENSION (sucralfate),Tier 1,,Anthem-Blue-Cross
sucralfate oral suspension,Tier 1,,Anthem-Blue-Cross
sucralfate oral tablet,Tier 1,,Anthem-Blue-Cross
cvs lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
eq lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
eql lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
gnp lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
goodsense lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
hm lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
kls lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
omeprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
pantoprazole sodium oral tablet delayed release,Tier 2,QL (1 tablet per 1 day),Anthem-Blue-Cross
ra lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
sm lansoprazole oral capsule delayed release,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
"glycopyrrolate oral tablet 1 mg, 2 mg",Tier 1,,Anthem-Blue-Cross
glycopyrrolate oral tablet 1.5 mg,Tier 2,,Anthem-Blue-Cross
methscopolamine bromide oral tablet,Tier 1,,Anthem-Blue-Cross
misoprostol oral tablet,Tier 1,,Anthem-Blue-Cross
methenamine hippurate oral tablet,Tier 2,,Anthem-Blue-Cross
methenamine mandelate oral tablet,Tier 2,,Anthem-Blue-Cross
nitrofurantoin macrocrystal oral capsule,Tier 1,,Anthem-Blue-Cross
nitrofurantoin monohyd macro oral capsule,Tier 1,,Anthem-Blue-Cross
nitrofurantoin oral suspension,Tier 1,,Anthem-Blue-Cross
oxybutynin chloride er oral tablet extended release 24 hour,Tier 1,,Anthem-Blue-Cross
oxybutynin chloride oral syrup,Tier 1,,Anthem-Blue-Cross
oxybutynin chloride oral tablet,Tier 1,,Anthem-Blue-Cross
tolterodine tartrate er oral capsule extended release 24 hour,Tier 1,,Anthem-Blue-Cross
tolterodine tartrate oral tablet,Tier 1,,Anthem-Blue-Cross
oxybutynin chloride er oral tablet extended release 24 hour,Tier 1,,Anthem-Blue-Cross
oxybutynin chloride oral syrup,Tier 1,,Anthem-Blue-Cross
oxybutynin chloride oral tablet,Tier 1,,Anthem-Blue-Cross
tolterodine tartrate er oral capsule extended release 24 hour,Tier 1,,Anthem-Blue-Cross
tolterodine tartrate oral tablet,Tier 1,,Anthem-Blue-Cross
bethanechol chloride oral tablet,Tier 2,,Anthem-Blue-Cross
bethanechol chloride oral tablet,Tier 2,,Anthem-Blue-Cross
ACTHIB INTRAMUSCULAR SOLUTION RECONSTITUTED (haemophilus b polysac conj vac),Tier 3; $0,,Anthem-Blue-Cross
BEXSERO INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (meningococcal b recomb omv adj),Tier 2; $0,,Anthem-Blue-Cross
HIBERIX INJECTION SOLUTION RECONSTITUTED (haemophilus b polysac conj vac),Tier 3; $0,,Anthem-Blue-Cross
MENACTRA INTRAMUSCULAR INJECTABLE (meningococcal a c y&w-135 conj),Tier 3; $0,,Anthem-Blue-Cross
MENVEO INTRAMUSCULAR SOLUTION RECONSTITUTED (meningococcal a c y&w-135 olig),Tier 3; $0,,Anthem-Blue-Cross
PEDVAX HIB INTRAMUSCULAR SUSPENSION (haemophilus b polysac conj vac),Tier 3; $0,,Anthem-Blue-Cross
PNEUMOVAX 23 INJECTION INJECTABLE (pneumococcal vac polyvalent),Tier 2; $0,,Anthem-Blue-Cross
PREVNAR 13 INTRAMUSCULAR SUSPENSION (pneumococcal 13- val conj vacc),Tier 2; $0,,Anthem-Blue-Cross
TRUMENBA INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (meningococcal b vac (recomb)),Tier 2; $0,,Anthem-Blue-Cross
TYPHIM VI INTRAMUSCULAR SOLUTION (typhoid vi polysaccharide vacc),Tier 3,,Anthem-Blue-Cross
VIVOTIF ORAL CAPSULE DELAYED RELEASE (typhoid vaccine),Tier 2,,Anthem-Blue-Cross
"M-M-R II INJECTION SOLUTION RECONSTITUTED (measles, mumps & rubella vac)",Tier 3; $0,,Anthem-Blue-Cross
PROQUAD SUBCUTANEOUS SUSPENSION RECONSTITUTED (measles-mumps-rubella-varicell),Tier 3; $0,,Anthem-Blue-Cross
TWINRIX INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (hepatitis a-hep b recomb vac),Tier 3; $0,,Anthem-Blue-Cross
AFLURIA QUADRIVALENT INTRAMUSCULAR SUSPENSION (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
AFLURIA QUADRIVALENT INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
ENGERIX-B INJECTION SUSPENSION (hepatitis b vac recombinant),Tier 3; $0,,Anthem-Blue-Cross
ENGERIX-B INTRAMUSCULAR INJECTABLE (hepatitis b vac recombinant),Tier 3; $0,,Anthem-Blue-Cross
FLUAD INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac a&b surf ant adj),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
FLUARIX QUADRIVALENT INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
FLUBLOK QUADRIVALENT INTRAMUSCULAR SOLUTION PREFILLED SYRINGE (influenza vac recomb ha quad),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
FLUCELVAX QUADRIVALENT INTRAMUSCULAR SUSPENSION (influenza vac subunit quad),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
FLULAVAL QUADRIVALENT INTRAMUSCULAR SUSPENSION (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
FLULAVAL QUADRIVALENT INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
FLUZONE HIGH-DOSE INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac split high-dose),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
FLUZONE QUADRIVALENT INTRAMUSCULAR SUSPENSION (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
FLUZONE QUADRIVALENT INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (influenza vac split quad),Tier 1; $0,QL (1 fill per 180 days),Anthem-Blue-Cross
GARDASIL 9 INTRAMUSCULAR SUSPENSION (hpv 9-valent recomb vaccine),Tier 2; $0,,Anthem-Blue-Cross
GARDASIL 9 INTRAMUSCULAR SUSPENSION PREFILLED SYRINGE (hpv 9-valent recomb vaccine),Tier 2; $0,,Anthem-Blue-Cross
HAVRIX INTRAMUSCULAR SUSPENSION (hepatitis a vaccine),Tier 3; $0,,Anthem-Blue-Cross
HEPLISAV-B INTRAMUSCULAR SOLUTION PREFILLED SYRINGE (hepatitis b vac recomb adj),Tier 3; $0,,Anthem-Blue-Cross
"IMOVAX RABIES INTRAMUSCULAR INJECTABLE (rabies virus vaccine, hdc)",Tier 3,,Anthem-Blue-Cross
IPOL INJECTION INJECTABLE (poliovirus vaccine inactivated),Tier 3; $0,,Anthem-Blue-Cross
IXIARO INTRAMUSCULAR SUSPENSION (japanese encephalitis vac inac),Tier 3,,Anthem-Blue-Cross
"RABAVERT INTRAMUSCULAR SUSPENSION RECONSTITUTED (rabies vaccine, pcec)",Tier 3,,Anthem-Blue-Cross
RECOMBIVAX HB INJECTION SUSPENSION (hepatitis b vac recombinant),Tier 3; $0,,Anthem-Blue-Cross
ROTARIX ORAL SUSPENSION RECONSTITUTED (rotavirus vaccine live oral),Tier 3; $0,,Anthem-Blue-Cross
ROTATEQ ORAL SOLUTION (rotavirus vac live pentavalent),Tier 3; $0,,Anthem-Blue-Cross
SHINGRIX INTRAMUSCULAR SUSPENSION RECONSTITUTED (zoster vac recomb adjuvanted),Tier 2; $0,,Anthem-Blue-Cross
VAQTA INTRAMUSCULAR SUSPENSION (hepatitis a vaccine),Tier 3; $0,,Anthem-Blue-Cross
VARIVAX SUBCUTANEOUS INJECTABLE (varicella virus vaccine live),Tier 3; $0,,Anthem-Blue-Cross
YF-VAX SUBCUTANEOUS INJECTABLE (yellow fever vaccine),Tier 3,,Anthem-Blue-Cross
ZOSTAVAX SUBCUTANEOUS SUSPENSION RECONSTITUTED (zoster vaccine live),Tier 2; $0,,Anthem-Blue-Cross
terconazole vaginal cream,Tier 1,,Anthem-Blue-Cross
terconazole vaginal suppository,Tier 1,,Anthem-Blue-Cross
clindamycin phosphate vaginal cream,Tier 1,,Anthem-Blue-Cross
metronidazole vaginal gel,Tier 1,,Anthem-Blue-Cross
metronidazole (Vandazole Vaginal Gel),Tier 1,,Anthem-Blue-Cross
estradiol vaginal cream,Tier 2,,Anthem-Blue-Cross
estradiol vaginal tablet,Tier 2,QL (18 tablets per 28 days),Anthem-Blue-Cross
ESTRING VAGINAL RING (estradiol),Tier 3,QL (1 ring per 90 days),Anthem-Blue-Cross
IMVEXXY MAINTENANCE PACK VAGINAL INSERT 10 MCG (estradiol),Tier 3,QL (18 tablets per 28 days),Anthem-Blue-Cross
IMVEXXY MAINTENANCE PACK VAGINAL INSERT 4 MCG (estradiol),Tier 3,,Anthem-Blue-Cross
"PREMARIN VAGINAL CREAM (estrogens, conjugated)",Tier 3,QL (1 grams per 1 day),Anthem-Blue-Cross
estradiol (Yuvafem Vaginal Tablet),Tier 2,QL (18 tablets per 28 days),Anthem-Blue-Cross
epinephrine injection solution auto-injector,Tier 1,QL (2 pens per 1 fill),Anthem-Blue-Cross
midodrine hcl oral tablet,Tier 2,,Anthem-Blue-Cross
ergocalciferol oral capsule,Tier 1,,Anthem-Blue-Cross
vitamin d (ergocalciferol) oral capsule,Tier 1,,Anthem-Blue-Cross
BANOPHEN ORAL CAPSULE 50 MG,Tier 1,,cchp
carbinoxamine maleate oral liquid 4 mg/5 ml,Tier 1,,cchp
carbinoxamine maleate oral tablet 4 mg,Tier 1,,cchp
cyproheptadine oral syrup 2 mg/5 ml,Tier 1,,cchp
cyproheptadine oral tablet 4 mg,Tier 1,,cchp
diphenhydramine hcl oral capsule 50 mg(Banophen),Tier 1,,cchp
hydroxyzine hcl oral solution 10 mg/5 ml,Tier 1,,cchp
"hydroxyzine hcl oral tablet 10 mg, 25 mg, 50 mg",Tier 1,,cchp
hydroxyzine pamoate oral capsule 100 mg,Tier 1,,cchp
"hydroxyzine pamoate oral capsule 25 mg, 50(Vistaril) mg",Tier 1,,cchp
PHARBEDRYL ORAL CAPSULE 50 MG,Tier 1,,cchp
promethazine oral syrup 6.25 mg/5 ml,Tier 1,,cchp
"promethazine oral tablet 12.5 mg, 25 mg, 50 mg",Tier 1,,cchp
"azelastine nasal aerosol,spray 137 mcg (0.1 %)",Tier 1,,cchp
"azelastine nasal spray,non-aerosol 0.15 % (205.5 mcg)",Tier 1,,cchp
"olopatadine nasal spray,non-aerosol 0.6 %(Patanase)",Tier 1,,cchp
"24 HOUR ALLERGY RELIEF NASAL SPRAY,SUSPENSION 50 MCG/ACTUATION",Tier 1,QL (31.6 ML per 1 FILL),cchp
"24 HOUR NASAL ALLERGY NASAL AEROSOL,SPRAY 55 MCG",Tier 1,QL (33.8 ML per 1 FILL),cchp
"ALLER-FLO NASAL SPRAY,SUSPENSION 50 MCG/ACTUATION",Tier 1,QL (31.6 ML per 1 FILL),cchp
"ALLERGY RELIEF (FLUTICASONE) NASAL SPRAY,SUSPENSION 50 MCG/ACTUATION",Tier 1,QL (31.6 ML per 1 FILL),cchp
"CHILDREN'S FLONASE SENSIMIST NASAL SPRAY,SUSPENSION 27.5 MCG/ACTUATION",Tier 3,"ST: Prior prescription for Children's Nasacort, Flunisolide, Fluticasone Propionate, Mometasone Furoate, or Triamcinolone Acetonide in 120 days; QL (31.6 ML per 1 FILL)",cchp
"CLARISPRAY NASAL SPRAY,SUSPENSION 50 MCG/ACTUATION",Tier 1,QL (31.6 ML per 1 FILL),cchp
"FLONASE SENSIMIST NASAL SPRAY,SUSPENSION 27.5 MCG/ACTUATION",Tier 3,"ST: Prior prescription for Children's Nasacort, Flunisolide, Fluticasone Propionate, Mometasone Furoate, or Triamcinolone Acetonide in 120 days; QL (31.6 ML per 1 FILL)",cchp
"flunisolide nasal spray,non-aerosol 25 mcg (0.025 %)",Tier 1,QL (50 ML per 1 FILL),cchp
"fluticasone propionate nasal spray,suspension(24 Hour Allergy Relief) 50 mcg/actuation",Tier 1,QL: 2 BOTTLES PER FILL,cchp
"mometasone nasal spray,non-aerosol 50(Nasonex) mcg/actuation",Tier 1,QL (34 GM per 1 FILL),cchp
"NASAL ALLERGY NASAL AEROSOL,SPRAY 55 MCG",Tier 1,QL (33.8 ML per 1 FILL),cchp
"triamcinolone acetonide nasal aerosol,spray(24 Hour Nasal Allergy) 55 mcg",Tier 1,QL (33.8 ML per 1 FILL),cchp
AKYNZEO (NETUPITANT) ORAL CAPSULE 300-0.5 MG,Tier 2,PR: RESTRICTED TO ONCOLOGIST OR HEMATOLOGIST; QL (1 EA per 1 FILL),cchp
"aprepitant oral capsule 125 mg, 40 mg, 80 mg(Emend)",Tier 2,PR: RESTRICTED TO ONCOLOGIST OR HEMATOLOGIST; QL (3 EA per 1 FILL),cchp
"aprepitant oral capsule,dose pack 125 mg (1)-(Emend) 80 mg (2)",Tier 2,PR: RESTRICTED TO ONCOLOGIST OR HEMATOLOGIST; QL (3 EA per 1 FILL),cchp
COMPRO RECTAL SUPPOSITORY 25 MG,Tier 1,,cchp
DRAMAMINE LESS DROWSY ORAL TABLET 25 MG,Tier 1,,cchp
"dronabinol oral capsule 10 mg, 2.5 mg, 5 mg(Marinol)",Tier 1,,cchp
granisetron hcl oral tablet 1 mg,Tier 1,QL (9 EA per 1 FILL),cchp
meclizine oral tablet 25 mg(Dramamine Less Drowsy),Tier 1,,cchp
MEDI-MECLIZINE ORAL TABLET 25 MG,Tier 1,,cchp
MOTION RELIEF (MECLIZINE) ORAL TABLET 25 MG,Tier 1,,cchp
MOTION SICKNESS (MECLIZINE) ORAL TABLET 25 MG,Tier 1,,cchp
MOTION SICKNESS II ORAL TABLET 25 MG,Tier 1,,cchp
MOTION SICKNESS RELIEF(MECLIZ) ORAL TABLET 25 MG,Tier 1,,cchp
ondansetron hcl oral solution 4 mg/5 ml,Tier 1,,cchp
ondansetron hcl oral tablet 24 mg,Tier 1,,cchp
"ondansetron hcl oral tablet 4 mg, 8 mg(Zofran)",Tier 1,,cchp
"ondansetron oral tablet,disintegrating 4 mg, 8 mg",Tier 1,,cchp
"PHENADOZ RECTAL SUPPOSITORY 12.5 MG, 25 MG",Tier 1,,cchp
"prochlorperazine maleate oral tablet 10 mg, 5(Compazine) mg",Tier 1,,cchp
prochlorperazine rectal suppository 25 mg(Compazine),Tier 1,,cchp
"promethazine rectal suppository 12.5 mg, 25(Phenadoz) mg",Tier 1,,cchp
promethazine rectal suppository 50 mg(Promethegan),Tier 1,,cchp
"PROMETHEGAN RECTAL SUPPOSITORY 12.5 MG, 25 MG, 50 MG",Tier 1,,cchp
scopolamine base transdermal patch 3 day 1(Transderm-Scop) mg over 3 days,Tier 3,,cchp
TRAVEL-EASE (MECLIZINE) ORAL TABLET 25 MG,Tier 1,,cchp
trimethobenzamide oral capsule 300 mg(Tigan),Tier 1,,cchp
VARUBI ORAL TABLET 90 MG,Tier 2,PR: RESTRICTED TO ONCOLOGIST OR HEMATOLOGIST; QL (2 EA per 1 day),cchp
VERTICALM ORAL TABLET 25 MG,Tier 1,,cchp
WAL-DRAM 2 ORAL TABLET 25 MG,Tier 1,,cchp
ATROVENT HFA INHALATION HFA AEROSOL INHALER 17 MCG/ACTUATION,Tier 2,,cchp
ipratropium bromide inhalation solution 0.02 %,Tier 1,,cchp
INCRUSE ELLIPTA INHALATION BLISTER WITH DEVICE 62.5 MCG/ACTUATION,Tier 2,,cchp
"SPIRIVA RESPIMAT INHALATION MIST 1.25 MCG/ACTUATION, 2.5 MCG/ACTUATION",Tier 2,,cchp
"SPIRIVA WITH HANDIHALER INHALATION CAPSULE, W/INHALATION DEVICE 18 MCG",Tier 2,,cchp
albuterol sulfate oral syrup 2 mg/5 ml,Tier 1,,cchp
"albuterol sulfate oral tablet 2 mg, 4 mg",Tier 1,,cchp
"albuterol sulfate oral tablet extended release 12 hr 4 mg, 8 mg",Tier 1,,cchp
metaproterenol oral syrup 10 mg/5 ml,Tier 1,,cchp
"terbutaline oral tablet 2.5 mg, 5 mg",Tier 1,,cchp
"albuterol sulfate inhalation solution for nebulization 0.63 mg/3 ml, 1.25 mg/3 ml, 2.5 mg /3 ml (0.083 %), 2.5 mg/0.5 ml, 5 mg/ml",Tier 1,,cchp
"levalbuterol hcl inhalation solution for(Xopenex) nebulization 0.31 mg/3 ml, 0.63 mg/3 ml, 1.25 mg/3 ml",Tier 1,,cchp
levalbuterol hcl inhalation solution for(Xopenex Concentrate) nebulization 1.25 mg/0.5 ml,Tier 1,,cchp
PROAIR HFA INHALATION HFA AEROSOL INHALER 90 MCG/ACTUATION,Tier 2,BRAND COVERED AT GENERIC COPAY,cchp
VENTOLIN HFA INHALATION HFA AEROSOL INHALER 90 MCG/ACTUATION,Tier 2,BRAND COVERED AT GENERIC COPAY,cchp
STRIVERDI RESPIMAT INHALATION MIST 2.5 MCG/ACTUATION,Tier 3,QL (1 GM per 30 days),cchp
SEREVENT DISKUS INHALATION BLISTER WITH DEVICE 50 MCG/DOSE,Tier 2,,cchp
COMBIVENT RESPIMAT INHALATION MIST 20-100 MCG/ACTUATION,Tier 2,,cchp
ipratropium-albuterol inhalation solution for nebulization 0.5 mg-3 mg(2.5 mg base)/3 ml,Tier 1,,cchp
STIOLTO RESPIMAT INHALATION MIST 2.5- 2.5 MCG/ACTUATION,Tier 2,,cchp
