Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
PIFELTRO TABS,2,
PREZCOBIX TABS,2,QL(1 ea daily)
PREZISTA SUSP 100 MG/ML,3,
"PREZISTA TABS 75 MG, 150 MG, 600 MG, 800 MG",2,
RESCRIPTOR TABS,2,
RETROVIR CAPS (Use Zidovudine),NF,
RETROVIR SYRP (Use Zidovudine),NF,
"REYATAZ CAPS 150 MG, 200 MG, 300 MG (Use Atazanavir Sulfate)",NF,
REYATAZ PACK 50 MG,2,
ritonavir tabs,1,
SELZENTRY SOLN,2,
SELZENTRY TABS,2,
stavudine caps,1,
STRIBILD TABS,2,
SUSTIVA CAPS (Use Efavirenz),NF,
SUSTIVA TABS (Use Efavirenz),NF,
SYMFI LO TABS,2,
SYMFI TABS,2,
SYMTUZA TABS,2,ST
TEMIXYS TABS,2,
tenofovir disoproxil fumarate tabs,1,
TIVICAY TABS,2,
TRIUMEQ TABS,2,
TRIZIVIR TABS (Use Abacavir Sulfate- Lamivudine-Zidovudine),NF,
TRUVADA TABS,2,
TYBOST TABS,2,
VIDEX EC CPDR 125 MG,2,
"VIDEX EC CPDR 200 MG, 250 MG, 400 MG (Use Didanosine)",NF,
VIDEXPEDIATRIC SOLR,2,
VIRACEPT TABS,2,
VIRAMUNE SUSP (Use Nevirapine),NF,
VIRAMUNE TABS (Use Nevirapine),NF,
VIRAMUNE XR TB24 (Use Nevirapine),NF,
VIREAD POWD 40 MG/GM,2,
"VIREAD TABS 150 MG, 200 MG, 250 MG",2,
VIREAD TABS 300 MG (Use Tenofovir Disoproxil Fumarate),NF,
"ZERIT CAPS 15 MG, 20 MG, 30 MG, 40 MG (Use Stavudine)",NF,
ZERIT SOLR 1 MG/ML,2,
ZIAGEN SOLN (Use Abacavir Sulfate),NF,
ZIAGEN TABS (Use Abacavir Sulfate),NF,
zidovudine caps,1,
zidovudine syrp,1,
zidovudine tabs,1,
cidofovir soln,SP,PA
VALCYTE SOLR 50 MG/ML (Use Valganciclovir HCl),NF,Limit 630mls per month;QL(21 ml daily)
VALCYTE TABS 450 MG (Use Valganciclovir HCl),NF,
valganciclovir hcl solr 50 mg/ml,1,Limit 630mls per month;QL(21 ml daily)
valganciclovir hcl tabs 450 mg,1,
adefovir dipivoxil tabs,2,
BARACLUDE SOLN 0.05 MG/ML,SP,
"BARACLUDE TABS 0.5 MG, 1 MG (Use Entecavir)",NF,
COPEGUS TABS (Use Ribavirin (Hepatitis C)),NF,PA
DAKLINZA TABS,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
entecavir tabs,2,
EPCLUSA TABS,NF,
EPIVIR HBV SOLN 5 MG/ML,3,
EPIVIR HBV TABS 100 MG (Use Lamivudine (HBV)),NF,
HARVONI TABS 200MG- 45MG,3,PA; MUST USE ACARIA SPECIALTY RX 844-538- 4661
HARVONI TABS 400MG- 90MG,3,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661
HEPSERA TABS (Use Adefovir Dipivoxil),NF,
lamivudine (hbv) tabs,1,
LEDIPASVIR/SOFOSBUVI R TABS,3,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661
MAVYRET TABS,3,PA; MUST USE ACARIA SPECIALTY RX 844-538- 4661
MODERIBA 1200 DOSE PACK TBPK,3,PA
MODERIBA 800 DOSE PACK TBPK,3,PA
MODERIBA TBPK,3,PA
OLYSIO CAPS,SP,PA; LA
PEGASYS PROCLICK SOLN,3,PA; SP
PEGASYS SOLN,3,PA; SP
PEGINTRON KIT,3,PA; SP
REBETOL CAPS 200 MG (Use Ribavirin (Hepatitis C)),NF,PA
REBETOL SOLN 40 MG/ML,2,PA
RIBASPHERE RIBAPAK TBPK,3,PA
ribavirin (hepatitis c) caps,1,PA
ribavirin (hepatitis c) tabs,1,PA
SOFOSBUVIR/VELPATAS VIR TABS,SP,PA
SOVALDI TABS 400 MG,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
TECHNIVIE TABS,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
VEMLIDY TABS,SP,ST; SP
VIEKIRA PAK TBPK,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
VIEKIRA XR TB24,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
VOSEVI TABS,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661 ;SP
ZEPATIER TABS,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
acyclovir caps 200 mg,1,
acyclovir susp 200 mg/5ml,1,
acyclovir tabs 400 mg,1,
acyclovir tabs 800 mg,1,QL(5 ea daily)
"famciclovir tabs or 125 mg, 250 mg, 500 mg",1,
"valacyclovir hcl tabs 1 gm, 1000 mg",1,QL(4 ea daily)
valacyclovir hcl tabs 500 mg,1,QL(8 ea daily)
VALTREX TABS 1 GM (Use Valacyclovir HCl),NF,QL(4 ea daily)
VALTREX TABS 500 MG (Use Valacyclovir HCl),NF,QL(8 ea daily)
ZOVIRAX CAPS OR 200 MG (Use Acyclovir),NF,
ZOVIRAX SUSP OR 200 MG/5ML (Use Acyclovir),NF,
ZOVIRAX TABS OR 400 MG (Use Acyclovir),NF,
ZOVIRAX TABS OR 800 MG (Use Acyclovir),NF,QL(5 ea daily)
FLUMADINE TABS (Use Rimantadine Hydrochloride),NF,
"oseltamivir phosphate caps or 30 mg, 45 mg",1,"QL(10 ea per fill retail,10 ea per fill mail); AL(At least 1 yrs old)"
oseltamivir phosphate caps or 75 mg,1,
oseltamivir phosphate susr or 6 mg/ml,1,"QL(75 ml daily,5 day(s) limit); AL(At least 1 yrs old)"
RELENZA DISKHALER AEPB,3,
rimantadine hydrochloride tabs,1,
"TAMIFLU CAPS 30 MG, 45 MG (Use Oseltamivir Phosphate)",NF,"QL(10 ea per fill retail,10 ea per fill mail); AL(At least 1 yrs old)"
TAMIFLU CAPS 75 MG (Use Oseltamivir Phosphate),NF,
TAMIFLU SUSR 6 MG/ML (Use Oseltamivir Phosphate),NF,"QL(75 ml daily,5 day(s) limit); AL(At least 1 yrs old)"
ribavirin solr,1,
VIRAZOLE SOLR (Use Ribavirin),NF,
carvedilol phosphate cp24,1,
"carvedilol tabs 25 mg, 12.5 mg, 6.25 mg",1,
carvedilol tabs 3.125 mg,1,QL(2 ea daily)
COREG CR CP24 (Use Carvedilol Phosphate),NF,
"COREG TABS 25 MG, 12.5 MG, 6.25 MG (Use Carvedilol)",NF,
COREG TABS 3.125 MG (Use Carvedilol),NF,QL(2 ea daily)
labetalol hcl tabs,1,
"acebutolol hcl caps or 200 mg, 400 mg",1,
"atenolol tabs or 25 mg, 50 mg, 100 mg",1,
betaxolol hcl tabs,1,
bisoprolol fumarate tabs,1,QL(1 ea daily)
BYSTOLIC TABS,3,
LOPRESSOR TABS (Use Metoprolol Tartrate),NF,
metoprolol succinate tb24,1,
"metoprolol tartrate tabs or 25 mg, 50 mg, 75 mg, 100 mg, 37.5 mg",1,
TENORMIN TABS (Use Atenolol),NF,
TOPROL XL TB24 (Use Metoprolol Succinate),NF,
BETAPACE AF TABS (Use Sotalol HCl (AFIB/AFL)),NF,
BETAPACE TABS (Use Sotalol HCl),NF,
CORGARD TABS (Use Nadolol),NF,
INDERAL LA CP24 (Use Propranolol HCl),NF,
"INDERAL XL CP24 80 MG, 120 MG",3,
"INNOPRAN XL CP24 80 MG, 120 MG",3,
nadolol tabs,1,
pindolol tabs,1,
"propranolol hcl cp24 or 60 mg, 80 mg, 120 mg, 160 mg",1,
"propranolol hcl soln or 20 mg/5ml, 40 mg/5ml",1,
"propranolol hcl tabs or 10 mg, 20 mg, 40 mg, 60 mg, 80 mg",1,
sotalol hcl (afib/afl) tabs,1,
sotalol hcl tabs,1,
SOTYLIZE SOLN,3,
timolol maleate tabs or 10 mg,1,QL(6 ea daily)
"timolol maleate tabs or 5 mg, 20 mg",1,QL(2 ea daily)
"ADALAT CC TB24 30 MG, 60 MG (Use Nifedipine)",NF,
ADALAT CC TB24 90 MG (Use Nifedipine),NF,QL(1 ea daily)
amlodipine besylate tabs 2.5 mg,1,QL(2 ea daily)
"amlodipine besylate tabs 5 mg, 10 mg",1,QL(1 ea daily)
CALAN SR TBCR 120 MG (Use Verapamil HCl),NF,
"CALAN SR TBCR 180 MG, 240 MG (Use Verapamil HCl)",NF,QL(2 ea daily)
CALAN TABS (Use Verapamil HCl),NF,
CARDIZEM CD CP24 (Use Diltiazem HCl Coated Beads),NF,QL(1 ea daily)
CARDIZEM LA TB24 120 MG,2,
"CARDIZEM LA TB24 180 MG, 240 MG, 300 MG, 360 MG, 420 MG (Use Diltiazem HCl Coated Beads)",NF,
CARDIZEM TABS (Use Diltiazem HCl),NF,
DILT-XR CP24,2,
"diltiazem hcl coated beads cp24 120 mg, 180 mg, 240 mg, 300 mg, 360 mg",1,QL(1 ea daily)
"diltiazem hcl coated beads tb24 180 mg, 240 mg, 300 mg, 360 mg, 420 mg",1,
diltiazem hcl cp12,1,
diltiazem hcl cp24,1,
DILTIAZEM HCL ER TB24 (Use Diltiazem HCl Coated Beads),NF,
diltiazem hcl extended release beads cp24,1,
diltiazem hcl tabs,1,
felodipine tb24 10 mg,1,QL(1 ea daily)
"felodipine tb24 5 mg, 2.5 mg",1,
isradipine caps,1,
nicardipine hcl caps,1,
"nifedipine caps 10 mg, 20 mg",1,
"nifedipine tb24 30 mg, 60 mg",1,
"nifedipine tb24 30 mg, 60 mg, 90 mg",1,QL(1 ea daily)
nimodipine caps,1,
NISOLDIPINE ER TB24 30 MG,2,
NISOLDIPINE ER TB24 40 MG,3,
nisoldipine tb24,1,
NORVASC TABS 2.5 MG (Use Amlodipine Besylate),NF,QL(2 ea daily)
"NORVASC TABS 5 MG, 10 MG (Use Amlodipine Besylate)",NF,QL(1 ea daily)
NYMALIZE SOLN,3,
PROCARDIA CAPS (Use Nifedipine),NF,
PROCARDIA XL TB24 (Use Nifedipine),NF,QL(1 ea daily)
SULAR TB24 (Use Nisoldipine),NF,
TIAZAC CP24 (Use Diltiazem HCl Extended Release Beads),NF,
"verapamil hcl cp24 100 mg, 120 mg, 200 mg, 240 mg, 300 mg",1,
verapamil hcl cp24 180 mg,1,QL(2 ea daily)
VERAPAMIL HCL ER CP24,3,
VERAPAMIL HCL SR CP24,2,QL(1 ea daily)
"verapamil hcl tabs 40 mg, 80 mg, 120 mg",1,
verapamil hcl tbcr 120 mg,1,
"verapamil hcl tbcr 180 mg, 240 mg",1,QL(2 ea daily)
"VERELAN CP24 120 MG, 240 MG (Use Verapamil HCl)",NF,
VERELAN CP24 180 MG (Use Verapamil HCl),NF,QL(2 ea daily)
VERELAN CP24 360 MG,2,QL(1 ea daily)
"VERELAN PM CP24 100 MG, 300 MG",3,
VERELAN PM CP24 200 MG (Use Verapamil HCl),NF,
digoxin soln 0.05 mg/ml,1,
"digoxin tabs 0.125 mg, 0.25 mg, 125 mcg, 250 mcg",1,
"LANOXIN TABS 125 MCG, 250 MCG (Use Digoxin)",3,
"LANOXIN TABS 62.5 MCG, 187.5 MCG",3,
"amlodipine besylate- atorvastatin calcium tabs 10mg-5mg, 20mg-5mg, 40mg-5mg, 80mg-5mg, 10mg-10mg, 10mg-2.5mg, 20mg-2.5mg, 40mg-2.5mg",1,PA
"amlodipine besylate- atorvastatin calcium tabs 20mg-10mg, 40mg-10mg, 80mg-10mg",1,
BIDIL TABS,3,
"CADUET TABS 10MG- 5MG, 20MG-5MG, 40MG- 5MG, 80MG-5MG, 10MG- 10MG (Use Amlodipine Besylate-Atorvastatin Calcium)",NF,PA
"CADUET TABS 20MG- 10MG, 40MG-10MG, 80MG-10MG (Use Amlodipine Besylate- Atorvastatin Calcium)",NF,
ENTRESTO TABS 24MG- 26MG,3,PA; QL(2 ea daily)
"ENTRESTO TABS 49MG- 51MG, 97MG-103MG",3,PA
sildenafil citrate tabs,1,PA; QL(0.27 ea daily)
STAXYN TBDP (Use Vardenafil HCl),NF,Limit 8 per month-Not available through Mail;QL(0.27 ea daily); AL(At least 21 yrs old)
vardenafil hcl tbdp 10 mg,1,Limit 8 per month -Not available through Mail;QL(0.27 ea daily); AL(At least 21 yrs old)
VIAGRA TABS (Use Sildenafil Citrate),NF,PA; QL(0.27 ea daily)
isoxsuprine hcl tabs,1,
ORENITRAM TBCR,SP,PA
TYVASO REFILL SOLN,SP,PA
TYVASO SOLN,SP,PA
TYVASO STARTER SOLN,SP,PA
VENTAVIS SOLN,SP,PA
ambrisentan tabs,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661
bosentan tabs 125 mg,SP,
bosentan tabs 62.5 mg,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661
LETAIRIS TABS (Use Ambrisentan),SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661
OPSUMIT TABS,SP,PA
TRACLEER TABS 125 MG (Use Bosentan),SP,
TRACLEER TABS 62.5 MG (Use Bosentan),SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661
TRACLEER TBSO 32 MG,SP,PA; SP
ADCIRCA TABS (Use Tadalafil (Pulmonary Hypertension)),SP,PA; New commercial members to be referred to AcariaHealth;Q L(2 ea daily)
REVATIO SUSR 10 MG/ML (Use Sildenafil Citrate (Pulmonary Hypertension)),SP,PA
REVATIO TABS 20 MG (Use Sildenafil Citrate (Pulmonary Hypertension)),NF,PA; QL(3 ea daily)
sildenafil citrate (pulmonary hypertension) susr 10 mg/ml,SP,PA
sildenafil citrate (pulmonary hypertension) tabs 20 mg,1,PA; QL(3 ea daily)
tadalafil (pulmonary hypertension) tabs,SP,PA; New commercial members to be referred to AcariaHealth;Q L(2 ea daily)
UPTRAVI TABS,SP,PA
UPTRAVI TBPK,SP,PA
ADEMPAS TABS,SP,PA
CORLANOR SOLN 5 MG/5ML,3,ST
"CORLANOR TABS 5 MG, 7.5 MG",3,ST; QL(2 ea daily)
cefadroxil caps,1,
cefadroxil susr,1,
cefadroxil tabs,1,
"cefazolin sodium solr ij 1 gm, 10 gm, 500 mg",SP,PA
CEFAZOLIN SODIUM SOLR IV 1 GM,SP,PA
cephalexin caps,1,
cephalexin susr,1,
cephalexin tabs,1,
KEFLEX CAPS (Use Cephalexin),NF,
"cefaclor caps 250 mg, 500 mg",1,
CEFACLOR ER TB12,3,
"CEFACLOR SUSR 125 MG/5ML, 250 MG/5ML, 375 MG/5ML",2,
"cefaclor susr 125 mg/5ml, 375 mg/5ml",1,
CEFOTAN SOLR (Use Cefotetan Disodium),SP,PA
cefotetan disodium solr,SP,PA
CEFOTETAN SOLR,SP,PA
cefoxitin sodium solr ij 10 gm,SP,PA
"cefoxitin sodium solr iv 1 gm, 2 gm",SP,PA
"CEFOXITIN SODIUM SOLR IV 1GM-4%, 2GM- 2.2%",SP,PA
cefprozil susr,1,
cefprozil tabs,1,
CEFTIN SUSR 125 MG/5ML,2,
CEFTIN SUSR 250 MG/5ML,3,
cefuroxime axetil tabs,1,
CEDAX CAPS,3,
CEDAX SUSR,3,
cefdinir caps,1,
cefdinir susr,1,
cefditoren pivoxil tabs,1,
cefixime caps,1,
cefixime susr,1,
cefpodoxime proxetil susr,1,
cefpodoxime proxetil tabs,1,
CEFTIBUTEN CAPS,3,
CEFTIBUTEN SUSR,3,
SPECTRACEF TABS (Use Cefditoren Pivoxil),NF,
SUPRAX CAPS 400 MG (Use Cefixime),NF,
"SUPRAX CHEW 100 MG, 200 MG",3,
"SUPRAX SUSR 100 MG/5ML, 200 MG/5ML (Use Cefixime)",NF,
SUPRAX SUSR 500 MG/5ML,3,
PROGESTERONE CONCENTRATE CREA,3,
BALCOLTRA TABS,PV,QL(1 ea daily); PV
BEYAZ TABS (Use Drospirenone-Ethinyl Estradiol-Levomefolate Calcium),PV,PV
BREVICON-28 TABS (Use Norethindrone & Eth Estradiol),PV,PV
CYCLESSA TABS (Use Desogestrel-Ethinyl Estradiol (Triphasic)),PV,PV
DESOGEN TABS (Use Desogestrel & Ethinyl Estradiol),PV,PV
desogestrel & ethinyl estradiol tabs,PV,PV
desogestrel-ethinyl estradiol (biphasic) tabs,PV,PV
desogestrel-ethinyl estradiol (triphasic) tabs,PV,PV
drospirenone-ethinyl estradiol tabs,PV,PV
drospirenone-ethinyl estradiol-levomefolate calcium tabs,PV,PV
ESTROSTEP FE TABS (Use Norethindrone Acetate-Ethinyl Estradiol- Fe),PV,PV
ethynodiol diacet & eth estrad tabs,PV,PV
GENERESS FE CHEW (Use Norethindrone & Ethinyl Estradiol-Fe),PV,PV
levonorgestrel & eth estradiol tabs,PV,PV
levonorgestrel-eth estradiol (triphasic) tabs,PV,PV
levonorgestrel-ethinyl estradiol (91-day) tabs,PV,PV
levonorgestrel-ethinyl estradiol (continuous) tabs,PV,PV
LO LOESTRIN FE TABS,PV,PV
LOESTRIN 1.5/30-21 TABS (Use Norethindrone Acet & Eth Estra),PV,PV
LOESTRIN 1/20-21 TABS (Use Norethindrone Acet & Eth Estra),PV,PV
LOESTRIN FE 1.5/30 TABS (Use Norethin Acet & Estrad-Fe),PV,PV
LOESTRIN FE 1/20 TABS (Use Norethin Acet & Estrad-Fe),PV,PV
LOSEASONIQUE TABS (Use Levonorgestrel- Ethinyl Estradiol (91-Day)),PV,PV
MINASTRIN 24 FE CHEW (Use Norethin Acet & Estrad-Fe),PV,PV
MIRCETTE TABS (Use Desogestrel-Ethinyl Estradiol (Biphasic)),PV,PV
NATAZIA TABS,PV,PV
norethin acet & estrad-fe chew,PV,PV
norethin acet & estrad-fe tabs,PV,PV
norethindrone & eth estradiol tabs,PV,PV
norethindrone & ethinyl estradiol-fe chew,PV,PV
norethindrone & mestranol tabs,PV,PV
norethindrone acet & eth estra tabs,PV,PV
norethindrone acetate- ethinyl estradiol-fe tabs,PV,PV
norethindrone-eth estradiol (triphasic) tabs,PV,PV
norgestimate-ethinyl estradiol (triphasic) tabs,PV,PV
norgestimate-ethinyl estradiol tabs,PV,PV
norgestrel & ethinyl estradiol tabs,PV,PV
ORTHO TRI-CYCLEN LO TABS (Use Norgestimate- Ethinyl Estradiol (Triphasic)),PV,PV
ORTHO TRI-CYCLEN TABS (Use Norgestimate- Ethinyl Estradiol (Triphasic)),PV,PV
ORTHO-CYCLEN TABS (Use Norgestimate-Ethinyl Estradiol),PV,PV
ORTHO-NOVUM 1/35 TABS (Use Norethindrone & Eth Estradiol),PV,PV
ORTHO-NOVUM 7/7/7 TABS (Use Norethindrone- Eth Estradiol (Triphasic)),PV,PV
QUARTETTE TABS (Use Levonorgestrel-Ethinyl Estradiol (91-Day)),PV,PV
SAFYRAL TABS (Use Drospirenone-Ethinyl Estradiol-Levomefolate Calcium),PV,PV
SEASONIQUE TABS (Use Levonorgestrel-Ethinyl Estradiol (91-Day)),PV,PV
TAYTULLA CAPS,PV,PV
TRI-NORINYL 28 TABS (Use Norethindrone-Eth Estradiol (Triphasic)),PV,PV
YASMIN 28 TABS (Use Drospirenone-Ethinyl Estradiol),PV,PV
YAZ TABS (Use Drospirenone-Ethinyl Estradiol),PV,PV
XULANE PTWK,PV,PV
NUVARING RING,PV,PV
ELLA TABS,PV,PV
levonorgestrel (emergency oc) tabs,PV,PV
PLAN B ONE-STEP TABS (Use Levonorgestrel (Emergency OC)),PV,PV
norethindrone (contraceptive) tabs,PV,PV
ORTHO MICRONOR TABS (Use Norethindrone (Contraceptive)),PV,PV
budesonide cpep 3 mg,2,QL(3 ea daily)
budesonide tb24 9 mg,1,PA
CORTEF TABS (Use Hydrocortisone),NF,
CORTISONE ACETATE TABS,2,
dexamethasone elix,1,
DEXAMETHASONE INTENSOL CONC,2,
dexamethasone soln,1,
dexamethasone tabs,1,
dexamethasone tbpk,1,
ENTOCORT EC CPEP (Use Budesonide),NF,QL(3 ea daily)
hydrocortisone tabs,1,
LOCORT 11-DAY TBPK,3,
LOCORT 7-DAY TBPK,3,
MEDROL DOSEPAK TBPK (Use Methylprednisolone),NF,
MEDROL TABS 2 MG,2,
"MEDROL TABS 4 MG, 8 MG, 16 MG, 32 MG (Use Methylprednisolone)",NF,
methylprednisolone tabs,1,
methylprednisolone tbpk,1,
MILLIPRED DP TBPK,3,
MILLIPRED SOLN 10 MG/5ML (Use Prednisolone Sodium Phosphate),NF,
MILLIPRED TABS 5 MG,2,
ORAPRED ODT TBDP (Use Prednisolone Sodium Phosphate),NF,
PEDIAPRED SOLN (Use Prednisolone Sodium Phosphate),NF,
PREDNISOLONE SODIUM PHOSPHATE SOLN OR 25 MG/5ML,3,
"prednisolone sodium phosphate soln or 5 mg/5ml, 10 mg/5ml, 15 mg/5ml, 20 mg/5ml",1,
"prednisolone sodium phosphate tbdp or 10 mg, 15 mg, 30 mg",1,
prednisolone soln,1,
prednisolone syrp,1,
PREDNISONE INTENSOL CONC,2,
prednisone soln 5 mg/5ml,1,
"prednisone tabs 1 mg, 5 mg, 10 mg, 20 mg, 50 mg, 2.5 mg",1,
"prednisone tbpk 5 mg, 10 mg",2,
"prednisone tbpk 5 mg, 10 mg",1,
TAPERDEX 12-DAY TBPK,3,
TAPERDEX 7-DAY TBPK,3,
UCERIS TB24 OR 9 MG (Use Budesonide),NF,PA
VERIPRED 20 SOLN (Use Prednisolone Sodium Phosphate),NF,
ZODEX 12-DAY TBPK,3,
ZONACORT 11 DAY TBPK,3,
ZONACORT 7 DAY TBPK,3,
fludrocortisone acetate tabs,1,
"benzonatate caps 100 mg, 150 mg, 200 mg",1,
hydrocodone w/ homatropine syrp,1,
hydrocodone w/ homatropine tabs,1,
TESSALON PERLES CAPS (Use Benzonatate),NF,
ACTIDOM DMX LIQD,3,
CARBAPHEN 12 LIQD,3,
CARBAPHEN 12 PED SUSP,3,
CODITUSSIN AC LIQD,3,
DECON-G LIQD,3,
DOMETUSS-DMX LIQD,3,
EXACTUSS LIQD (Use Phenylephrine w/ DM-GG),NF,RX/OTC
EXACTUSS TR TABS,3,RX/OTC
EXAPHEX TR TABS,3,RX/OTC
FLOWTUSS SOLN,3,
GILPHEX TR TABS,3,RX/OTC
GILTUSS COUGH & COLD TABS,3,RX/OTC
GILTUSS LIQD (Use Phenylephrine w/ DM-GG),NF,RX/OTC
GILTUSS SINUS & CONGESTION TABS,3,RX/OTC
GILTUSS TR TABS,3,RX/OTC
guaifenesin-codeine liqd,1,
guaifenesin-codeine soln,1,
guaifenesin-codeine syrp,1,
HISTEX-PE SYRP (Use Triprolidine-Phenylephrine),NF,
HYDROCODONE BITARTRATE/CHLORPHE NIRAMINE MALEATE/PSE SOLN,3,
HYDROCODONE BITARTRATE/GUAIFENES IN SOLN,3,
hydrocodone polistirex- chlorpheniramine polistirex suer,1,
NEOTUSS PLUS LIQD,3,
OBREDON SOLN,3,
phenylephrine w/ dm-gg liqd,1,RX/OTC
PRO-RED AC SYRP,3,
promethazine & phenylephrine soln,1,QL(30 ml daily)
promethazine & phenylephrine syrp,1,QL(30 ml daily)
promethazine w/codeine soln,1,QL(30 ml daily)
promethazine w/codeine syrp,1,QL(30 ml daily)
promethazine- phenylephrine-codeine syrp,1,
PROMETHAZINE/DEXTR OMETHORPHAN SOLN,2,QL(30 ml daily)
PROMETHAZINE/DEXTR OMETHORPHAN SYRP,2,QL(30 ml daily)
PROMETHAZINE/PHENYL EPHRINE SYRP,1,QL(30 ml daily)
PROMETHAZINE/PHENYL EPHRINE/CODEINE SYRP,2,
pseudoephed-bromphen- dm syrp,1,
pseudoephed-cpm w/ hydrocod soln,1,
pseudoephedrine w/ codeine-gg soln,1,
triprolidine-phenylephrine liqd,1,
TUSNEL TABS,3,
TUSSICAPS CP12,3,
TUSSIONEX PENNKINETIC EXTENDED RELEASE SUER (Use Hydrocodone Polistirex- Chlorpheniramine Polistirex),NF,
TUSSLIN LIQD,3,RX/OTC
TUSSLIN PEDIATRIC LIQD,3,RX/OTC
ZUTRIPRO SOLN (Use Pseudoephed-CPM w/ Hydrocod),NF,
HYPER-SAL NEBU (Use Sodium Chloride (Inhalant)),NF,
HYPERSAL NEBU 3.5 %,3,
HYPERSAL NEBU 7 % (Use Sodium Chloride (Inhalant)),NF,
NEBUSAL NEBU,3,
sodium chloride (inhalant) nebu,1,
acetylcysteine soln,1,
ABSORICA CAPS 40 MG,3,PA; Use generic Isotretinoin Caps;QL(2 ea daily)
ABSORICA CAPS 40 MG,3,PA
ACZONE GEL 5 % (Use Dapsone (Topical)),NF,PA
adapalene crea 0.1 %,1,Limit 45gms per month;QL(1.5 gm daily)
adapalene gel 0.1 %,1,Limit 45gms per month;QL(1.5 gm daily); RX/OTC
adapalene gel 0.3 %,1,"QL(45 gm per fill retail,135 gm per fill mail)"
ADAPALENE LOTN 0.1 %,3,
adapalene-benzoyl peroxide gel,1,
ATRALIN GEL (Use Tretinoin),NF,
AZELEX CREA,3,
BENZACLIN GEL (Use Clindamycin Phosphate- Benzoyl Peroxide),NF,
BENZACLIN WITH PUMP GEL (Use Clindamycin Phosphate-Benzoyl Peroxide),NF,
BENZAMYCIN GEL (Use Benzoyl Peroxide- Erythromycin),NF,QL(2 gm daily)
benzoyl peroxide- erythromycin gel,1,QL(2 gm daily)
BP CLEANSING WASH EMUL,2,
CLEOCIN-T GEL (Use Clindamycin Phosphate (Topical)),NF,
CLEOCIN-T LOTN (Use Clindamycin Phosphate (Topical)),NF,
CLEOCIN-T SOLN (Use Clindamycin Phosphate (Topical)),NF,
CLEOCIN-T SWAB (Use Clindamycin Phosphate (Topical)),NF,
CLINDAGEL GEL (Use Clindamycin Phosphate (Topical)),NF,
clindamycin phosphate (topical) foam,1,
clindamycin phosphate (topical) gel,1,
clindamycin phosphate (topical) lotn,1,
clindamycin phosphate (topical) soln,1,
clindamycin phosphate (topical) swab,1,
CLINDAMYCIN PHOSPHATE GEL,2,
clindamycin phosphate- benzoyl peroxide (refrigerate) gel,1,
clindamycin phosphate- benzoyl peroxide gel 1%- 5%,1,
clindamycin phosphate- tretinoin gel,1,
dapsone (topical) gel,1,PA
DIFFERIN CREA 0.1 % (Use Adapalene),NF,Limit 45gms per month;QL(1.5 gm daily)
DIFFERIN GEL 0.1 % (Use Adapalene),NF,Limit 45gms per month;QL(1.5 gm daily); RX/OTC
DIFFERIN GEL 0.3 % (Use Adapalene),NF,"QL(45 gm per fill retail,135 gm per fill mail)"
DIFFERIN LOTN 0.1 %,3,
DUAC GEL (Use Clindamycin Phosphate- Benzoyl Peroxide (Refrigerate)),NF,
EPIDUO GEL (Use Adapalene-Benzoyl Peroxide),NF,
ERY PADS,3,
ERYGEL GEL (Use Erythromycin (Acne Aid)),NF,
erythromycin (acne aid) gel,1,
erythromycin (acne aid) pads,1,
erythromycin (acne aid) soln,1,
EVOCLIN FOAM (Use Clindamycin Phosphate (Topical)),NF,
FABIOR FOAM,3,Limit 50gms per month;QL(1.67 gm daily)
isotretinoin caps 10 mg,1,QL(4 ea daily)
isotretinoin caps 20 mg,1,"QL(5 ea daily,150 day(s) limit)"
isotretinoin caps 20 mg,1,QL(5 ea daily)
isotretinoin caps 30 mg,1,
"isotretinoin caps 30 mg, 40 mg",1,QL(2 ea daily)
isotretinoin caps 40 mg,1,"QL(2 ea daily,150 day(s) limit)"
KLARON LOTN (Use Sulfacetamide Sodium (Acne)),NF,
PLEXION CLEANSER LIQD (Use Sulfacetamide Sodium w/ Sulfur),NF,
PLEXION CREA (Use Sulfacetamide Sodium w/ Sulfur),NF,
PLEXION LOTN (Use Sulfacetamide Sodium w/ Sulfur),NF,PA
RETIN-A CREA (Use Tretinoin),NF,
RETIN-A GEL (Use Tretinoin),NF,
RETIN-A MICRO GEL 0.04 % (Use Tretinoin Microsphere),NF,Limit 45gms per month;QL(1.7 gm daily)
